Ano,Enunciado,Alternativa_A,Alternativa_B,Alternativa_C,Alternativa_D,Alternativa_E,Area_de_Conhecimento
2022,figur ilustr esquematic process remedi sol contamin tricloroeten tce agent desengrax ra vaz tanqu estoc manej inapropri resídu industr encontr pres águ subterrâne qual form fas líqu dens aqu dnapl deposit fund aquífer tecnolog descontamin empreg íon persulfat convert radic miner contêm feii esquem represent form simplific mecan açã química sobr tce form produt degrad bertag basíli peral tazam aplic ambient persulfat remedi águ subterrâne sol contamin química nov 9 2021 adapt proced remedi águ subterrâne baseias reaç de282 4,oxirreduç,substitu,precipit,desidrat,neutr,Ciências da Natureza
2022,acord organiz mund saúd filarios leishmanios consider doenç tropic infecci constitu preocup saúd públic alt índic mortal associ med profilá comum dua doenç,inciner lix orgân,construç red esgot,uso vermífug popul,control popul vet,consum carn vermelh bem coz,Ciências da Natureza
2022,2017 inaugur est bah parqu sol lap compost dua usin bom jesu lap lap capaz ger cerc 300 gwh energia ano consid cad usin apres pot igual 75 parqu totaliz pot instal 150 consid aind irradi sol méd 1 500 efici painel 20 parqu sol lap entr oper dispon www canalbioenergiacombr acess 9 jun 2022 adapt ness cond áre total painel sol compõ parqu sol lap próx,1 000 000,500 000,250 000,100 000,20 000,Ciências da Natureza
2022,risc apresent produt depend propriedad reativ contat outr subst preven risc dev natur química produt dev conhec list subst incompat uso cotidian fábr hospit laboratóri fim observ cuid estoc manip ulaç descart quadr elenc algum dess incompatibil pod lev ocorr acid substânciaincompatibilidaderisc associ ácid miner fort concentradosbas fort cianet hipoclorit sódiore enérg explos produç oxid fort produt tóxic ácid nítr concentradomatér orgânicare enérg explos produt tóxic consid descart indev doi conjunt subst 1 ácid clorídr concentr cianet potássi 2 ácid nítr concentr sacaros dispon www fiocruzbr acess 6 dez 2017 adapt descart conjunt 1 2 result respectiv,liber gás tóxic reaç oxid fort,reaç oxid fort liber gás tóxic,form sal tóxic reaç oxid fort,liber gás tóxic liber gás oxid,form sal tóxic liber gás oxid,Ciências da Natureza
2022,físic ham oersted observ fio transport corr elétr produz camp magné presen camp magné verific aproxim bússol fio conduz corr elétr figur ilustr fio percorr corr elétr const sent cim pont plan transvers equidist fio cad pont coloc bússol ci bússol consider apen camp magné caus corr respec configur bússol pont,possível imag,,possível imag,possível imag,,Ciências da Natureza
2022,quadr mostr val corr elétr efeit sobr corp human corr elétr dan físic 10 dor contr muscul 10 20 maaument contr muscul 20 100 par respiratór 100 3 fibril ventricul acim 3 par card queimad corr elétr percorr corp indivídu depend tens aplic resist elétr méd corp human últ fat intim relacion umidad pel sec apresent resist elétr ord 500 molh pod cheg apen 1 apes incomum possível sofr acid utiliz bat 12 consid indivídu pel molh sofr par respiratór toc simultane pont associ dua dess bat duran biofís fundament aplic paul pearson prent hall 2003 adapt associ bat respons acid,,possível imag,possível imag,,,Ciências da Natureza
2022,urâni empreg font energia rea nucle tant miner dev refin convert hexafluoret urâni posteri enriquec aument 07 3 abund isótop específ urânio235 form enriquec utiliz pequen diferenç mass hexafluoret urânio235 urânio238 separál efus preced vapor vap dev efund repetid milh vez através barre por form tel grand númer pequen orifíci entant dev complex grand quant energia envolv cient engenh continu pesquis proced altern enriquec atkim jon princípi química question vid modern mei ambi port alegr bookman 2006 adapt consider diferenç mass mencion doi isótop tip proced altern efus pod empreg tal final,peneir,centrifug,extr solv,destil fracion,separ magné,Ciências da Natureza
2022,agênc nacion vigil sanitár anvis aprov produt terap gênic país indic trat distrof hereditár retin proced recomend crianç acim 12 mes adult perd vis caus mut gen human rpe65 produt elabor engenh genética compost víru inser cóp gen norm human rpe65 corrig funcion célul retin anvis dispon www govbranvis acess 4 dez 2021 adapt sucess dess terap advém fat pro dut favorec,correç códig gené traduç proteín,alter rna ribossôm lig síntes proteín,produç mut benéf correç problem,liber imediat proteín norm reg ocul human,express gen respons produç enz norm,Ciências da Natureza
2022,extinç espéci ameaç real afet divers reg país introduç espéci exó pod consider fat maximiz dess process jaqu artocarpu heterophyllu exempl árvor originár índ regiõ sud asiá introduz aind colon aclimat bem pratic tod territóri nacion cas dess árvor pod provoc reduç biodivers poi aocup áre veget nativ substitu parc flor orig bestimul compet frut animal típic reg elimin espéci perd calt nich aument númer possibil relaç,ere viv daquel ambi,apresent alt tax reproduç mantêm númer indivídu,uperi capac suport ambi,diminu relaç compet poliniz facilit açã,isper sement espéci nativ,Ciências da Natureza
2022,dia cal intens doi coleg brinc águ mangu qu sab altur jat águ alcanç part saíd águ mangu posicion total direç vertic outr coleg propõ ent seguint exper posicion saíd águ mangu direç horizont 1 altur relaç chã ent med dist horizont mangu local ond águ ating chã med dess dist 3 part diss calcul alcanc vertic jat águ consid aceler grav 10 result obtiv 2,150,225,400,450,500,Ciências da Natureza
2022,etanol combust produz part ferment sacaros pres cald canadeaçúc fat afet produç dess álcool grau deterior sacaros inic após cort caus açã microrgan analis cinc amostr difer tip canadeaçúc cad receb códig identific quadr apresent dad concentr sacaros microrgan pres ness amostr amostr canadeaçúc rb72rb84rb92sp79sp80 concentr inic sacaros l1130180160140170 concentr microrgan l107 08 06 05 09 pretendes escolh tip canadeaçúc cont mai te sacaros 10 hor após cort consequ produzir mai quant etanol ferment consid exist reduç aproximad 50 concentr sacaros ness temp cad 10 microrgan pres canadeaçúc dispon www inovacaounicampbr acess 1 1 ago 2012 adapt tip canadeaçúc dev escolh 1,rb72,rb84,rb92,sp79,sp80,Ciências da Natureza
2022,divers técn diagnóst covid19 destacas test gené consider difer vari carg viral exempl pcr reaç efetu enz tip polimeras técn perm ite identific confi mater gené sarscov 2 víru rna comprov infecç coronavír colet amostr secreç indivídu etap anteced reaç pcr precis realiz permit amplific mater gené víru etap dev realiz,concentr rna viral otimiz técn,identific amostr anticorp antisarscov 2,prolifer víru cult aument carg viral,purific ácid nucle viral facilit açã enz,obt molécul cdn viral mei transcr revers,Ciências da Natureza
2022,tribolog estud inter dua superfíci contat desg atrit send extrem import avali difer produt bem consum geral test conform mul realizas ensai tribológ pres ionando vertic contr pis força conform ilustr imag represent centr mass mulet mantendos força paralel mulet varias lent ângul mulet vertic máx ângul imediat anteri escorreg denomin ângul crít ângul pod calcul part identific pont aplic direç sent força pes norm atrit está esquem represent corret tod forç atu sobr mulet,uand ating ângul crít,possível imag,,possível imag,,Ciências da Natureza
2022,divers subst empreg intenç increment desempenh espor atlet alt nível cham doping sanguíne exempl utiliz eritropoietin proib princip feder esport mund eritropoietin hormôni produz rim fíg princip açã regul process eritropoies uso administr intravenos quant superi àquel pres natur organ permit indivídu aument capac realiz exercíci físic tip doping diret relacion aument,frequ card,capac pulmon,mass muscul indivídu,ativ anaerób musculat,tax transport oxigêni sang,Ciências da Natureza
2022,autódr carr pod derrap curv bat pared proteç diminu impact bat podes coloc pared barre pneu faz colis demor carr retorn veloc reduz ida outr opç coloc barre bloc mater deform tornando tão demor quant colis pneu permit volt carr após colis compar dua situ fic força méd exerc sobr carr energia mecân dissip força mai colis barre pneu energia dissip mai colis barre bloc força mai colis barre bloc energia dissip mai colis barre pneu força mai colis barre bloc energia dissip,mesm dua situ,força mai colis barre pneu energia dissip mai,colis barre pneu,força mai colis barre bloc energia dissip mai,colis barre bloc,Ciências da Natureza
2022,penicilamin medic uso oral utiliz trat vár doenç compost excret urin cuj situ 5 7 penicilamin cuj fórmul estrutur plan apresent possu trê grup func pod ioniz carboxil cooh cuj igual 18 amin pod convert amíni cuj igual 79 tiol cuj igual 105 sabes log ch3ch3 nh2h cooh penicilamin estrut deriv penicilamin predomin encontr urina 2 ch3ch3 nh2h coo ch3ch3 nh2h cooh ch3ch3h nh3co ch3ch3h cooh,,possível imag,,h3ch3h,h3cooh,Ciências da Natureza
2022,biomass celulós pod utiliz produç etanol segund ger entret nto necess polissacaríde convert mon dissacaríde process pod conduz mei ácid conform mostr esquem ohoh ooh ooh ohoh ohohoooh ooh ohoh ooh ohoh ohohooh ohoh oooh hho ohohohoohh oged petr química nov 7 2010 adapt ness convers polissacaríde função íon,dissolv reag,desloc equilíbri quím,aument veloc reaç,mud const equilíbri reaç,form lig hidrogêni polissacaríde,Ciências da Natureza
2022,ácid tartár princip ácid vinh diret relacion qual avali vinh branc produç anal neutraliz alíquot 250 vinh naoh 010 mol consum volum igual 80 dess bas reaç process titul represent equaç química concentr ácid tartár vinh analis próx 1,18 1,24 1,36 1,48 1,96 1,Ciências da Natureza
2022,element iod função biológ acumul tireoid acid nucle chernobyl fukush ocorr liber atmosf radioisótop respons enferm pesso expost deca mass 12 microgram isótop monitor 14 dia conform quadr tempodiamass resid de131iµg 0 120 2 101 4 85 5 78 6 72 8 60 14 36 após períod 40 dia mass resid dess isótop próx de131 131,24,15,08,04,02,Ciências da Natureza
2022,desd propos teor seleç natur darwin ser viv nunc olh mesm form diz respeit reproduç anfíbi anur cient descrev difer padr reprodu exemplific segu espéci 1 fême produz cerc 5 000 gamet fecund águ lago temporár estaçã chuv tod desenvolv embrion ovo metamorfos ocorr ness ambi independ pal espéci 2 fême produz aproximad 200 gamet deposit poç próx corposd águ embriã vigi mach dur boa part desenvolv espéci 3 fême produz volt 20 gamet fecund sobr superfíci folh plant cuj galh dispost acim superfíci corposd águ desenvolv eclos espéci 4 fême produz pouc gamet fecund abocanh mach embriã desenvolv interi sac vocal mach metamorfos sa através boc pai padr descrit evidenc,fême influenc comport mach,cuid parent necess desenvolv,grau evolução determin comport reprodu,sucess reprodu pod garant estratég difer,ambi induz modific produç númer gamet feminin,Ciências da Natureza
2022,eix rot terr apresent inclin relaç plan órbit torn sol interfer dur dia noit long ano pesso instal resid plac fotovolt ica transform energia sol elétr moni energia total produz plac 4 dia ano ensolar nuv lanç result gráf energia dia 1001100410071010 dispon www fisicaufpr acess 27 mai 2022 adapt próx reg situ resid ond plac instal,tróp capricórni,tróp cânc,pol nort,pol sul,equ,Ciências da Natureza
